For 0217               02 38 52.70 -34 21  6.1 19.01  1.27   63.7  1.2  0.47 0.03  0.38 0.08 0.982 1
For 0218               02 38 54.33 -34 21 18.1 19.06  1.23   66.4  0.6  0.48 0.04  0.72 0.07 0.991 1
For 0219               02 38 47.14 -34 21 37.8 19.37  1.18   26.0  0.4  0.48 0.03  0.69 0.06 0.871 1
For 0220               02 38 51.01 -34 22 47.3 19.07  1.26   45.2  0.4  0.49 0.02  0.65 0.05 0.992 1
For 0221               02 38 55.56 -34 14  0.8 18.97  1.22   58.9  0.7  0.51 0.03  0.60 0.08 0.994 1
For 0222               02 39  4.38 -34 15 51.5 19.36  1.15   60.3  1.3  0.35 0.04  0.38 0.11 0.986 1
For 0223               02 38 59.62 -34 16 31.8 19.12  1.27   48.9  0.6  0.51 0.03  0.55 0.08 0.993 1
For 0224               02 38 57.51 -34 16 54.1 19.05  1.19   55.7  0.4  0.51 0.02  0.64 0.04 0.995 1
For 0225               02 39  2.92 -34 17 26.7 19.06  1.17   35.9  0.8  0.38 0.03  0.40 0.07 0.946 1
For 0226               02 38 58.56 -34 19 27.0 19.33  1.18   61.0  0.8  0.43 0.04  0.36 0.10 0.983 1
For 0227               02 38 59.50 -34 20 31.5 19.21  1.24   65.9  0.4  0.48 0.03  0.67 0.06 0.993 1
For 0228               02 38 59.28 -34 21 20.1 19.33  1.18   51.6  0.5  0.56 0.03  0.69 0.07 0.994 1
For 0229               02 39  9.06 -34 31 43.0 19.53  1.37   29.4  0.8  0.52 0.05  0.64 0.08 0.941 1
For 0230               02 39  4.80 -34 31  5.9 19.46  1.40   45.7  0.4  0.50 0.03  0.73 0.05 0.991 1
For 0231               02 39  6.79 -34 28 45.2 19.05  1.26   61.2  0.4  0.55 0.02  0.70 0.05 0.994 1
For 0232               02 38 57.53 -34 27 23.9 19.40  1.24   65.4  0.9  0.52 0.05  0.54 0.12 0.991 1
For 0233               02 39  7.00 -34 24  4.7 19.42  1.19   65.4  0.7  0.48 0.02  0.53 0.05 0.993 1
